,id,crop,soil,deposition,geom
21,45064,pasture,Loam,7499246.41176826,"POLYGON ((101359.21999999881 164729.5700000003, 101359.67000000179 164725.76999999955, 101359.00999999791 164716.9299999997, 101358.7899999991 164716.08999999985, 101358.20000000298 164713.94999999925, 101358.38899999857 164712.26630000025, 101359.2100000009 164710.12000000104, 101359.65200000256 164709.5214000009, 101360.47999999672 164708.3999999985, 101362.08190000057 164706.72179999948, 101363.2100000009 164705.5399999991, 101365.82339999825 164702.28280000016, 101368 164699.5700000003, 101373.36999999732 164696.4600000009, 101376.1799999997 164694.8599999994, 101375.96109999716 164688.77840000018, 101374.4702000022 164688.15909999982, 101373.25 164687.9200000018, 101372.30569999665 164687.24870000035, 101364.94070000201 164684.1563999988, 101363.09000000358 164683.7800000012, 101360.70059999824 164683.53409999982, 101358.61999999732 164683.3200000003, 101357.0399999991 164683, 101355.35000000149 164682.3500000015, 101353.09000000358 164680.51999999955, 101351.84000000358 164679.6499999985, 101366.10689999908 164648.70859999955, 101363.39350000024 164647.49120000005, 101363.49000000209 164648.01000000164, 101363.02000000328 164648.91000000015, 101362.75999999791 164649.1099999994, 101362.3200000003 164649.4699999988, 101356.0399999991 164652.48999999836, 101354.5399999991 164654.6400000006, 101354.18999999762 164655.37999999896, 101353.89999999851 164655.98999999836, 101353.68999999762 164657.01000000164, 101353.78000000119 164657.66000000015, 101353.93999999762 164658.80000000075, 101355.1400000006 164661.80000000075, 101356.11999999732 164664.23999999836, 101356.25 164665.2199999988, 101356.36999999732 164666.12000000104, 101356.32999999821 164667.1099999994, 101356.31000000238 164667.69999999925, 101355.88000000268 164669.5399999991, 101352.65999999642 164669.2899999991, 101353.2100000009 164668.01000000164, 101353.42000000179 164666.98000000045, 101353.34000000358 164666.1099999994, 101351.88000000268 164660.01000000164, 101351.20000000298 164657.23000000045, 101351.09000000358 164655.94999999925, 101352.24000000209 164653, 101353.22999999672 164651.5399999991, 101353.8599999994 164650.6000000015, 101354.60000000149 164650.19000000134, 101355.61999999732 164649.62000000104, 101357.40999999642 164648.9600000009, 101359.18999999762 164648.30999999866, 101359.75 164647.69999999925, 101360.14660000056 164646.02870000154, 101310.0551000014 164623.53460000083, 101297 164638, 101312.11559999734 164647.9662999995, 101319.75 164653, 101308.75850000232 164677.6158999987, 101306.60000000149 164682.44999999925, 101306.42549999803 164682.86840000004, 101299.6400000006 164699.2899999991, 101299.09969999641 164700.42990000173, 101298 164702.75, 101314.48900000006 164711.22199999914, 101316 164712, 101325.49000000209 164717.16000000015, 101314.90999999642 164740.44000000134, 101305.35080000013 164737.25769999996, 101301.66409999877 164746.00169999897, 101299.52399999648 164751.0775000006, 101318.6799999997 164757, 101347.06750000268 164770.77710000053, 101355.81000000238 164775.01999999955, 101357.50140000135 164751.31080000103, 101357 164746.80999999866, 101356.7899999991 164744.98000000045, 101356.92000000179 164744.62999999896, 101357.1099999994 164744.1000000015, 101358.1099999994 164743.0799999982, 101358.2899999991 164742.3500000015, 101358.38000000268 164741.44000000134, 101358.68999999762 164738.3999999985, 101358.8900000006 164732.41000000015, 101359.21999999881 164729.5700000003))"
22,269378,pasture,Loam,6605675.57496149,"POLYGON ((99788.75 162436.5, 99764 162421.25, 99730 162404.75, 99701.5 162391.75, 99655 162371.25, 99588.5 162342.25, 99542 162325.25, 99484.75 162303.75, 99482 162303.75, 99477.25 162302.25, 99452.5 162347, 99429.25 162390.25, 99404.25 162439.5, 99371.75 162500.5, 99404.75 162513.5, 99387.55619999766 162551.625500001, 99416.90999999642 162553.5799999982, 99417.3900000006 162553.62999999896, 99463.34969999641 162558.2437000014, 99597.75 162569.75, 99619 162570.75, 99668.5 162576.5, 99669.97929999977 162576.76419999823, 99698.0399999991 162579.2100000009, 99779.51979999989 162587.52299999818, 99824 162590.75, 99900.2498999983 162598.61080000177, 99969.8825000003 162604.9010999985, 99988.59489999712 162563.36879999936, 99990 162560.25, 99897 162506.75, 99853 162477.75, 99829.5373999998 162462.69200000167, 99788.75 162436.5))"
23,362514,pasture,Loam,9655102.47855025,"POLYGON ((99817.81000000238 166251.87999999896, 99828.77000000328 166234.87999999896, 99845.38000000268 166210.3299999982, 99861.63000000268 166181.25, 99894.74960000068 166127.87079999968, 99890.78000000119 166125.69000000134, 99889.84210000187 166125.23710000142, 99889.34740000218 166124.99830000103, 99888.59000000358 166124.5, 99862.86729999632 166165.02820000052, 99861.63390000165 166166.8925999999, 99818.06139999628 166232.76089999825, 99805.5 166251.75, 99803.97999999672 166254.51999999955, 99838.38000000268 166275.6499999985, 99898.34610000253 166314.6132999994, 99900.36999999732 166315.8900000006, 99900.92310000211 166315.06210000068, 99901.31139999628 166314.48099999875, 99901.70740000159 166313.88830000162, 99901.96779999882 166313.4985000007, 99902.22049999982 166313.12029999867, 99902.43829999864 166312.79430000111, 99903.53970000148 166311.21049999818, 99869.52000000328 166287.66000000015, 99817.81000000238 166251.87999999896))"
24,144859,pasture,Loam,8894622.34170768,"POLYGON ((98071.04159999639 165356.44370000064, 98081.25 165352, 98087.75 165349.75, 98092.75 165349.25, 98095.75 165350.25, 98086.5 165307.75, 98049 165311.25, 98034 165311.25, 98033.45970000327 165311.21460000053, 98033.14999999851 165311.51000000164, 98032.92499999702 165311.7049999982, 98032.2100000009 165311.66000000015, 98027.38000000268 165310.98000000045, 98026.5298999995 165310.7611999996, 97984.32999999821 165308, 97968.32999999821 165306, 97966.5 165306, 97981.03000000119 165346.69999999925, 97989.1799999997 165371.1499999985, 97994 165385, 97999.1651000008 165390.63549999893, 97999.82039999962 165391.35060000047, 98027.75 165376, 98034.6718999967 165372.83419999853, 98057.21230000257 165362.5249999985, 98060 165361.25, 98071.04159999639 165356.44370000064), (98041 165346.5, 98039.20000000298 165347.3999999985, 98039.52000000328 165348.4699999988, 98038.9299999997 165348.7199999988, 98022.41399999708 165355.79300000146, 98021.39999999851 165356.30000000075, 98021.56499999762 165356.6649999991, 98013.9600000009 165360.76999999955, 98005.7296999991 165342.84679999948, 98000.5 165332, 98032.5 165324, 98041 165346.5))"
25,155021,pasture,Clay,8802971.22779483,"POLYGON ((96671.53000000119 168580.08999999985, 96673.90999999642 168578.5799999982, 96676.4600000009 168576.9600000009, 96692.7899999991 168568.98000000045, 96702.46999999881 168564.6099999994, 96704.92000000179 168563.1499999985, 96706.29999999702 168562.1700000018, 96707.32999999821 168561.44000000134, 96708.46999999881 168560.01000000164, 96712.06939999759 168555.47670000046, 96713.13000000268 168554.62999999896, 96714.03000000119 168553.87999999896, 96716.25999999791 168552.69999999925, 96717.38260000199 168552.19909999892, 96718.48939999938 168551.51630000025, 96723.82999999821 168547.9299999997, 96724.99750000238 168547.49340000004, 96727.71999999881 168546.44999999925, 96730.7899999991 168546.0700000003, 96733.15999999642 168546.08999999985, 96736.49000000209 168546.37999999896, 96737.14999999851 168546.44000000134, 96742.29999999702 168546.33999999985, 96745.38000000268 168545.9200000018, 96746.77000000328 168545.73000000045, 96750.43999999762 168544.9299999997, 96753.03000000119 168543.83999999985, 96757.9600000009 168541.01999999955, 96759.0700000003 168540.05999999866, 96762.25999999791 168537.30000000075, 96769.82999999821 168527.44330000132, 96772.95000000298 168524.05999999866, 96776.64999999851 168518.5300000012, 96780.45000000298 168514.8299999982, 96784.84000000358 168509.37000000104, 96786.5700000003 168507.2100000009, 96787.67000000179 168505.05999999866, 96788.36999999732 168503.69000000134, 96789.21999999881 168500.8900000006, 96790.18999999762 168499.19000000134, 96791.68999999762 168496.5799999982, 96798.35000000149 168492.26999999955, 96802.20000000298 168488.12999999896, 96804.04999999702 168486.1499999985, 96806.73149999976 168482.92080000043, 96811.5698999986 168474.3898999989, 96814.6400000006 168467.3299999982, 96818 168462.55000000075, 96818.70000000298 168461.0300000012, 96821.17000000179 168455.69000000134, 96823.13000000268 168452.6000000015, 96824.09000000358 168451.08999999985, 96825.75999999791 168448.12999999896, 96827.61999999732 168444.8299999982, 96832.65100000054 168437.2206000015, 96841 168422.5, 96841.46509999782 168421.94429999962, 96841.66889999807 168421.7008999996, 96846.2899999991 168413.80000000075, 96847.39999999851 168411.5, 96847.96999999881 168410.3200000003, 96850.57999999821 168407.1400000006, 96851.70000000298 168405.7800000012, 96854.67000000179 168403.30000000075, 96855.8900000006 168402.66000000015, 96857.00999999791 168402.0700000003, 96860.73960000277 168398.91970000044, 96863.03000000119 168395.66000000015, 96863.3599999994 168395.44999999925, 96863.95229999721 168395.08190000057, 96866.18940000236 168392.40949999914, 96866.84000000358 168391.0700000003, 96868.04999999702 168389.9299999997, 96868.60279999673 168389.52650000155, 96871.69839999825 168385.8286000006, 96872.63000000268 168382.75, 96873.57999999821 168380.91000000015, 96874.57999999821 168378.9699999988, 96875.5700000003 168377.73999999836, 96876.75 168376.2800000012, 96877.90999999642 168373.73999999836, 96880.71999999881 168371.0399999991, 96881.27000000328 168370.98999999836, 96883.72999999672 168370.7899999991, 96886.0700000003 168367.05000000075, 96888.24000000209 168363.5700000003, 96891.95000000298 168357.05000000075, 96895.1799999997 168352.30999999866, 96905.65999999642 168338.3299999982, 96906.74000000209 168336.08999999985, 96907.7899999991 168334.7899999991, 96908.85000000149 168333.4600000009, 96909.6099999994 168332.7199999988, 96909.84000000358 168332.48999999836, 96910.11999999732 168332.0300000012, 96911.08910000324 168330.6512000002, 96911.72640000284 168329.4877000004, 96913.05129999667 168326.89059999958, 96913.71589999646 168325.55790000036, 96915.67000000179 168321.0399999991, 96917.0700000003 168317.87000000104, 96918.07999999821 168314.12999999896, 96918.35000000149 168312.55999999866, 96918.81000000238 168311.55000000075, 96919.1799999997 168310.7199999988, 96923.54999999702 168302.7100000009, 96925.65999999642 168299.9200000018, 96927.31289999932 168298.29149999842, 96931.07999999821 168291.94000000134, 96932.94399999827 168288.21200000122, 96935.0700000003 168283.9600000009, 96937.77220000327 168279.50180000067, 96940.18999999762 168276.98000000045, 96940.93999999762 168276.3999999985, 96942.11999999732 168275.5, 96946.52000000328 168273.2800000012, 96948.90999999642 168272.3200000003, 96951.03170000017 168271.6928000003, 96959 168267, 96963.44529999793 168234.9571999982, 96953.66059999913 168226.6629000008, 96949.71999999881 168224.01000000164, 96945.7071999982 168220.66369999945, 96929.25 168208.25, 96897.99509999901 168240.5449000001, 96847.2098999992 168293.0199000016, 96845.10000000149 168295.19999999925, 96839 168301.5, 96813.5 168337, 96808.25150000304 168344.91099999845, 96763.25 168412.75, 96716.75 168399.25, 96715.22999999672 168400.12999999896, 96699.6099999994 168454.8999999985, 96680.61999999732 168525.87999999896, 96668.34809999913 168569.09950000048, 96663.6400000006 168585.6700000018, 96665.57999999821 168584.6000000015, 96667.9299999997 168582.8200000003, 96671.53000000119 168580.08999999985))"
26,92723,pasture,Loam,7661974.99871971,"POLYGON ((100629.25999999791 164794.76000000164, 100559.63000000268 164711.3900000006, 100563.49560000002 164705.10330000147, 100563.20000000298 164704.7100000009, 100544 164731.5, 100534.36999999732 164744.33999999985, 100587.5 164826.25, 100585.75 164830.75, 100634.95660000294 164800.17309999838, 100630.35629999638 164794.0527999997, 100629.25999999791 164794.76000000164))"
27,295798,root crop,Loam,7277321.50559036,"POLYGON ((96660.75 163391.25, 96647.80120000243 163382.64829999954, 96634.90999999642 163375.30000000075, 96630.5 163372.66000000015, 96618.3900000006 163365.41000000015, 96601.13000000268 163354.76999999955, 96591.49000000209 163348.25, 96582.87950000167 163342.68090000004, 96576.93999999762 163338.83999999985, 96568.06000000238 163331.48999999836, 96565.49000000209 163329.3599999994, 96554.14999999851 163318.8200000003, 96544.4600000009 163308.08999999985, 96533.46999999881 163292.62000000104, 96531.1400000006 163289.3500000015, 96522.02000000328 163276.91000000015, 96514.3200000003 163266.4200000018, 96500.6997999996 163245.2179000005, 96499.88740000129 163245.73809999973, 96477.65999999642 163275.66000000015, 96470 163288.66000000015, 96464.65999999642 163302.66000000015, 96461.65999999642 163316, 96459.35790000111 163330.7611999996, 96670.90079999715 163451.36059999838, 96678.04999999702 163442.8900000006, 96701.52849999815 163415.05889999866, 96691.40190000087 163408.52659999952, 96660.75 163391.25))"
28,97344,pasture,Loam,7482032.18250394,"POLYGON ((102023.5 164957.5, 101991.75 164995, 102016.6269999966 165012.97470000014, 102035 165026.25, 102040 165016.5, 102048.5 165005, 102063.25 164990.25, 102025.89050000161 164956.57950000092, 102023.5 164957.5))"
29,97664,root crop,Loam,7304283.07046265,"POLYGON ((97461.21999999881 164203.1700000018, 97460.47999999672 164202.48000000045, 97323.86999999732 164298, 97329.14580000192 164305.86939999834, 97333.75129999965 164312.5527999997, 97344.38000000268 164328.4600000009, 97348.13000000268 164334.12999999896, 97370.50299999863 164319.50759999827, 97488.13000000268 164242.62999999896, 97474.63000000268 164226.37999999896, 97461.21999999881 164203.1700000018))"
30,98603,pasture,Loam,6983104.08583635,"POLYGON ((99535.16899999976 163950.61030000076, 99530.36999999732 163935.23999999836, 99453.61999999732 163895.1099999994, 99455.45000000298 163890.69999999925, 99451 163889, 99438.5 163905, 99437.46040000021 163906.65029999986, 99421.5 163932, 99419.27730000019 163935.77849999815, 99464.68100000173 163961.23820000142, 99495.3599999994 163978.01999999955, 99501.75 163982, 99516.46130000055 163992.0566000007, 99532.75 164003.25, 99534.79999999702 164002.94000000134, 99534.9355000034 164002.15729999915, 99536.60000000149 163992.5399999991, 99536.11999999732 163987.87000000104, 99540.61999999732 163964.62000000104, 99539.39850000292 163957.22509999946, 99537.42000000179 163957.8200000003, 99535.16899999976 163950.61030000076))"
31,96743,pasture,Loam,7601722.90125388,"POLYGON ((102188.75 165342.75, 102182.5 165312, 102176 165283, 102167.75 165286.75, 102161.64150000364 165290.3524999991, 102156.27000000328 165294.23000000045, 102147.42000000179 165303.0799999982, 102146.78710000217 165303.78020000085, 102140.95000000298 165311.01000000164, 102134.75100000203 165320.92069999874, 102131.53350000083 165327.1677000001, 102126.75 165337.5, 102146.0476000011 165358.372299999, 102158.63549999893 165371.98730000108, 102162.18999999762 165375.6099999994, 102166.93999999762 165380.6799999997, 102167.60000000149 165381.12000000104, 102170.39999999851 165382.98999999836, 102179.22999999672 165387.1499999985, 102182.32859999686 165387.42819999903, 102202.25 165372.25, 102212.50999999791 165367.2100000009, 102203 165359.5, 102188.75 165342.75))"
32,96892,tubers,Loam,7904896.26060477,"POLYGON ((98433.59000000358 168961.48999999836, 98432.36900000274 168961.2685999982, 98414.97999999672 168959.26000000164, 98385.59009999782 168955.27899999917, 98382.2119999975 168954.82140000165, 98375.45000000298 168954.1799999997, 98363.63000000268 168952.6799999997, 98356.34000000358 168951.76000000164, 98333.9899000004 168949.27070000023, 98325.7031000033 168948.55460000038, 98315.9299999997 168948.17500000075, 98306.64500000328 168948.7349999994, 98304.75999999791 168948.9699999988, 98301.43999999762 168949.3999999985, 98298.68999999762 168949.91000000015, 98295.92000000179 168950.4200000018, 98291.28000000119 168951.62999999896, 98288.02430000156 168952.6270999983, 98287.01410000026 168953.03599999845, 98285.25 168953.75, 98284.53930000216 168954.15890000015, 98239.62500120654 168980, 98240 168980, 98240 169020, 98280 169020, 98280 169000, 98400 169000, 98400 168980, 98432.23475362126 168980, 98433.59000000358 168961.48999999836))"
33,100632,pasture,Loam,7509389.18972462,"POLYGON ((100928.74589999765 164881.83790000156, 100930.25 164906.75, 100931.59070000052 164925.5199000016, 100962.25 164921.2800000012, 100960.88000000268 164911.1499999985, 100964.38000000268 164910.6499999985, 100960 164883.5, 101017.75 164870.0300000012, 101017.75 164857.07200000063, 101017.75 164856.7800000012, 100928.74589999765 164881.83790000156))"
34,97026,pasture,Loam,8122680.48958005,"POLYGON ((102858.23569999635 165731.682599999, 102857.86999999732 165729.5, 102831.11999999732 165736, 102752.61999999732 165756, 102745.502700001 165721.5278000012, 102744.4774999991 165716.55939999968, 102743.86999999732 165713.62000000104, 102702.36999999732 165722.62000000104, 102660.16080000252 165732.57660000026, 102668.96920000017 165741.94640000165, 102669.88440000266 165742.9199000001, 102694.0399999991 165767.8599999994, 102707.56000000238 165782.0399999991, 102717.4299999997 165792.6499999985, 102729.3200000003 165804.62999999896, 102739.99000000209 165814.51999999955, 102741.47999999672 165815.6099999994, 102744.50999999791 165817.8299999982, 102750.24000000209 165821.7199999988, 102754.5618999973 165824.6570999995, 102757.66669999808 165826.7670999989, 102767.11999999732 165832.25, 102772.1752000004 165836.04140000045, 102775.32999999821 165838.05000000075, 102788.04999999702 165846.4699999988, 102805.04129999876 165857.16169999912, 102820.30799999833 165865.66739999875, 102873.77049999684 165825.07559999824, 102873.55839999765 165823.14029999822, 102858.23569999635 165731.682599999))"
35,180252,pasture,Loam,8100401.67681047,"POLYGON ((97142.56000000238 165878.8200000003, 97143.9299999997 165874.91000000015, 97144.1400000006 165874.30000000075, 97145.35000000149 165867.7199999988, 97149.7100000009 165830.80000000075, 97150.08299999684 165830.25519999862, 97150.20499999821 165829.71499999985, 97152 165826.6799999997, 97157.3200000003 165818.7199999988, 97157.86999999732 165817.19999999925, 97159.93349999934 165811.48059999943, 97161.5 165802.6099999994, 97163.09000000358 165796.25, 97165.3200000003 165782.7100000009, 97171.6799999997 165779.1700000018, 97173.3900000006 165770.58999999985, 97175.53000000119 165759.8599999994, 97180.07999999821 165734.87999999896, 97186.47999999672 165703.12999999896, 97188.34000000358 165688.2100000009, 97189.8900000006 165675.80000000075, 97192.7899999991 165640.69999999925, 97193.29999999702 165635.2100000009, 97196.22999999672 165603.6799999997, 97196.9299999997 165601.75, 97197.29999999702 165600.7199999988, 97201.89999999851 165570.08999999985, 97203.18060000241 165561.52010000125, 97204.11599999666 165553.23310000077, 97204.2100000009 165552.3999999985, 97200.50999999791 165552.2199999988, 97187.10130000114 165559.49240000173, 97183.75 165561.30999999866, 97184.81000000238 165564.30000000075, 97179.06000000238 165567.94999999925, 97172.86999999732 165571.26000000164, 97167.70000000298 165560.6000000015, 97158 165566.6000000015, 97153.42000000179 165558.48000000045, 97151.53220000118 165560.02870000154, 97143.5 165564.3599999994, 97139 165557.3599999994, 97133.84000000358 165547.2899999991, 97137.817900002 165544.1959999986, 97137.56499999762 165543.5949999988, 97137.84769999981 165543.41200000048, 97137.36999999732 165542.87999999896, 97140.31780000031 165541.6314000003, 97141.78000000119 165540.05000000075, 97136.83850000054 165532.45100000128, 97123.25999999791 165511.5700000003, 97122.25 165512, 97106.58510000259 165521.09299999848, 97105.8599999994 165521.76999999955, 97104.3599999994 165523.66000000015, 97104.02000000328 165524.08999999985, 97102.65999999642 165526.51000000164, 97101.0399999991 165529.3999999985, 97094.8200000003 165543.6799999997, 97092.35000000149 165550.4299999997, 97091.34000000358 165553.1799999997, 97087.5 165562.3500000015, 97083.57999999821 165569.0799999982, 97080.45000000298 165572.9299999997, 97073.18999999762 165581.87000000104, 97072.79999999702 165582.3999999985, 97065.15999999642 165592.73999999836, 97063.99000000209 165594.6799999997, 97061.99000000209 165598.01999999955, 97061.27000000328 165600.3900000006, 97060.70000000298 165602.26000000164, 97059.9299999997 165608.33999999985, 97061.18999999762 165614.5399999991, 97062.17000000179 165617.7100000009, 97064.1400000006 165621.1499999985, 97065.39999999851 165623.33999999985, 97072.27000000328 165633.19999999925, 97076.54999999702 165639.33999999985, 97078.45000000298 165642.19000000134, 97081.20000000298 165646.37000000104, 97083.20000000298 165651.08999999985, 97084.5877000019 165654.66600000113, 97089.9702000022 165666.3498999998, 97092.56000000238 165667.58999999985, 97096.37539999932 165669.6169999987, 97096.79999999702 165669.76999999955, 97097.5 165672, 97103.60159999877 165714.32979999855, 97114.46999999881 165786.62999999896, 97116.97900000215 165805.42020000145, 97118 165812, 97126.32999999821 165891.1400000006, 97135.21999999881 165887.1799999997, 97136.70000000298 165886.0399999991, 97138.32039999962 165884.95789999887, 97138.96999999881 165883.91000000015, 97140.32999999821 165882.16000000015, 97142.56000000238 165878.8200000003))"
36,189640,pasture,Loam,7376740.1531727,"POLYGON ((95390.9600000009 163577.3500000015, 95395.252700001 163576.7875000015, 95404.5 163575, 95404.81930000335 163574.9171999991, 95405.82999999821 163573.16000000015, 95434.5399999991 163566.9699999988, 95437.59080000222 163566.4129000008, 95456.5 163561.5, 95466.03170000017 163558.96660000086, 95471.61999999732 163557.23999999836, 95483 163554.2800000012, 95487.47999999672 163552.9699999988, 95494.8200000003 163551.8900000006, 95498.61999999732 163551.62000000104, 95506.56000000238 163551.05000000075, 95509.47999999672 163551.01999999955, 95518.27000000328 163551.1099999994, 95523.75 163550.87000000104, 95524.11999999732 163549.69000000134, 95524.63000000268 163548.01000000164, 95525.35849999636 163541.94330000132, 95525.18500000238 163540.50820000097, 95523.616899997 163527.53550000116, 95523.25 163524.5, 95437.5 163536.5, 95392 163542.5, 95363.96999999881 163476.1400000006, 95347.96999999881 163482.3900000006, 95350.96999999881 163493.6400000006, 95351.46999999881 163498.1400000006, 95357.46999999881 163504.6400000006, 95361.46999999881 163506.3900000006, 95364.96999999881 163514.1400000006, 95342.95000000298 163538.1099999994, 95312.61999999732 163538.8200000003, 95303.43999999762 163564.9200000018, 95306.2098999992 163570.4400999993, 95307.84660000354 163571.1581000015, 95340.65869999677 163583.60599999875, 95344.8599999994 163584.0700000003, 95346.40999999642 163584.1400000006, 95347.8900000006 163584.19999999925, 95350.09000000358 163584.12000000104, 95354.29999999702 163583.98000000045, 95358.14999999851 163583.5700000003, 95362.83869999647 163583.05319999903, 95367.3694999963 163582.1774000004, 95375.57999999821 163580.2100000009, 95390.9600000009 163577.3500000015))"
37,99174,pasture,Clay,7454321.21565917,"POLYGON ((98756.7899999991 164442.7899999991, 98756.0700000003 164442.0700000003, 98755.25 164441.25, 98752.02049999684 164442.30139999837, 98744.5 164444.75, 98739.09089999646 164443.0203000009, 98738.42000000179 164442.80999999866, 98737.59000000358 164442.3900000006, 98733.24000000209 164439, 98685.2845999971 164408.92650000006, 98683.25 164410, 98682.50999999791 164410.62999999896, 98699.51169999689 164443.69909999892, 98705.6520999968 164454.65879999846, 98710.75 164463.75, 98720.22900000215 164470.65129999816, 98724.36289999634 164475.28810000047, 98728 164480.75, 98760.25 164446.25, 98756.7899999991 164442.7899999991))"
38,155858,pasture,Loam,9082007.72200004,"POLYGON ((101692.84000000358 168466.2899999991, 101691.5 168459.5, 101598.25 168398.25, 101580.5 168422.75, 101567.25 168440, 101560.68999999762 168447.6799999997, 101649.65999999642 168510.3299999982, 101692.84000000358 168466.2899999991))"
39,103846,root crop,Loam,7270098.52719622,"POLYGON ((96118.7100000009 162700.3200000003, 96104.48820000142 162688.8398000002, 96090.75 162677.75, 95996.47680000216 162756.497299999, 95996.25970000029 162756.67859999835, 96093 162866.75, 96129.86999999732 162835.94000000134, 96201.75 162772.75, 96122.1446999982 162703.09540000185, 96118.7100000009 162700.3200000003))"
40,165259,tubers,Loam,7243198.03819521,"POLYGON ((96006.70660000294 163002.97560000047, 96007 163002.75, 96003.25 162994.5, 95992.5 162975.75, 96019.53779999912 162946.28460000083, 96051 162912, 96052.65999999642 162910.1400000006, 96089.5 162869, 96084.5 162861.75, 96027 162796.5, 95997.5 162762, 95952 162815.5, 95898.90139999986 162872.39130000025, 95861 162913, 95860.15999999642 162914.16000000015, 95896.35520000011 162963.2036000006, 95898.04999999702 162965.5, 95913.98839999735 162992.57129999995, 95922.25 163002.75, 95928.00999999791 163005.94999999925, 95933.20000000298 163006.53979999945, 95937.25 163007, 95952 163006, 95969.75 163012.5, 95978 163014.25, 95987.75 163013.5, 96000.5 163007.75, 96005.6603000015 163003.78029999882, 96006.70660000294 163002.97560000047))"
41,208085,pasture,Loam,9113510.74525574,"POLYGON ((102490.24000000209 167797.73999999836, 102491 167786.0799999982, 102491.06000000238 167784.01000000164, 102491.2899999991 167775.94000000134, 102491.00999999791 167768.76000000164, 102490.6400000006 167767.48999999836, 102490.03000000119 167765.37999999896, 102488.79999999702 167762.80999999866, 102488.6400000006 167762.4699999988, 102462.98049999774 167722.46770000085, 102461.93150000274 167720.8339000009, 102447.49000000209 167726.23999999836, 102432.12169999629 167737.04360000044, 102419.0006000027 167743.24120000005, 102406.17350000143 167747.25549999997, 102387.16160000116 167724.29320000112, 102386.34000000358 167723.2100000009, 102359.21010000259 167738.22030000016, 102317.16330000013 167762.12640000135, 102316.77000000328 167762.3500000015, 102318.35000000149 167767.0300000012, 102330.15230000019 167798.1623999998, 102343.85960000008 167834.37579999864, 102397.25 167823.5, 102405.25 167823.5, 102412.75 167822.25, 102416 167823.5, 102422.75 167820.75, 102426 167823.25, 102430.5 167832.5, 102441.38560000062 167848.27299999818, 102443.46999999881 167848.48999999836, 102448.60140000284 167848.0335999988, 102455.50999999791 167846.3500000015, 102466.84000000358 167841.8299999982, 102475.75 167837.75, 102484.97909999639 167834.5775000006, 102490.28000000119 167832.4600000009, 102492.67689999938 167831.65410000086, 102493.21769999713 167831.30649999902, 102494.82999999821 167830.26999999955, 102492.77000000328 167822.4299999997, 102490.06000000238 167809.3200000003, 102489.61999999732 167807.19999999925, 102490.24000000209 167797.73999999836))"
42,377279,pasture,Loam,7898083.3600645,"POLYGON ((101636.34820000082 165503.31659999862, 101639.37160000205 165487.6303000003, 101639.49310000241 165487.00019999966, 101639.57630000263 165486.56859999895, 101637.6400000006 165483.19000000134, 101632.60000000149 165479.2199999988, 101632.88849999756 165479.05189999938, 101625.04680000246 165473.1876000017, 101615 165465.62000000104, 101613.04349999875 165467.6988000013, 101611 165469.87000000104, 101601.00129999965 165463.6462999992, 101583.70220000297 165462.96310000122, 101581.25 165462.87000000104, 101581.48330000043 165426.9461000003, 101581.5 165424.37000000104, 101476.72999999672 165433.0799999982, 101474.30250000209 165456.68030000106, 101473.65200000256 165463.00400000066, 101473.31589999795 165466.12429999933, 101500.75 165466.12000000104, 101546 165466.62000000104, 101545.88080000132 165467.73110000044, 101540.5 165517.87000000104, 101541.05269999802 165517.85599999875, 101634 165515.5, 101636.34820000082 165503.31659999862))"
